Title;Authors;Doi;Keywords;Abstract
The Influence of Autumn Eurasian Snow Cover on the Atmospheric Dynamics Anomalies during the Next Winter in INMCM5 Model Data;Maria A. Tarasevich, Evgeny M. Volodin;https://doi.org/10.14529/jsfi210403;"climate model, seasonal hindcasts, North Atlantic Oscillation, Eurasian snow
cover, teleconnection";The influence of autumn Eurasian snow cover on the atmospheric dynamics anomalies during the following winter is studied based on the INM RAS climate model data. The North Atlantic Oscillation is the leading pattern that causes the weather and climate variability in the Northern hemisphere. We evaluate the up-to-date model version (INMCM5) ability of the autumn Eurasian snow – winter NAO teleconnection simulation on different timescales. Maximum covariance analysis (MCA) is used to find winter atmospheric signals that are significantly correlated with autumn snow cover anomalies. Using MCA we conclude that Autumn Eurasian snow – winter NAO teleconnection is present in INMCM5 experiments on pre-industrial and present-day climate simulation. However, this method fails to show this phenomenon in experiments on a seasonal timescale. We conduct additional experiments on a seasonal timescale to assess the sensitivity of North Atlantic Oscillation index predictability to initial snow cover perturbations. These experiments demonstrate the absence of direct autumn Eurasian snow impact on the NAO index.
Representation of Spatial Data Processing Pipelines Using Relational Database;Igor G. Okladnikov;https://doi.org/10.14529/jsfi210404;spatial data, information systems, databases, workflow, directed multigraph, processing pipeline, climate research;A methodology for representation of spatial data processing pipelines using relational database within the framework of the computing backend of the online information-analytical system “Climate” (http://climate.scert.ru) is proposed. Each pipeline is represented by a sequence of instructions for the computing backend describing how to run data processing modules and pass datasets between them (from the output of one module to the input of another one), including raw data and final computational results obtained in graphical or binary formats. Using relational database for storing descriptions of processing pipelines used in the “Climate” system provides flexibility and efficiency while adding and developing spatial data processing modules. It also provides computing pipelines scaling for further implementation for multiprocessor systems.
Direct Numerical Simulation of Stratified Turbulent Flows and Passive Tracer Transport on HPC Systems: Comparison of CPU Architectures;Evgeny V. Mortikov, Andrey V. Debolskiy;https://doi.org/10.14529/jsfi210405;turbulence, direct numerical simulation, ARM, supercomputing;In this paper we assess the influence of CPU architectures commonly used in HPC systems on the efficiency of the implementation of algorithms used for direct numerical simulation (DNS) of turbulent flows. We consider a stably stratified turbulent plane Couette flow as a benchmark problem supplemented with the additional transport of passive substances. The comparison includes the Intel Xeon, AMD Rome x86 CPU architecture processors and the Huawei Kunpeng ARM CPU processor. We discuss the role of memory-oriented optimizations on the efficiency of tracer transport implementation on each platform.
Scalability as a Key Property of Mapping Computational Tasks to Supercomputer Architecture;Alexander S. Antonov;https://doi.org/10.14529/jsfi210406;scalability, supercomputer, AlgoWiki, parallel structure, problems, methods, algorithms, implementations, computing platforms;When solving complex computational problems on modern supercomputers, an increasingly important role is played by the scalability property, which characterizes the ability of applications to adapt to various degrees of parallelism of computing systems.
High-Perfomance Shallow Water Model for Use on Massively Parallel and Heterogeneous Computing Systems;Andrey V. Chaplygin, Anatoly V. Gusev, Nikolay A. Diansky;https://doi.org/10.14529/jsfi210407;"shallow water, supercomputer modeling, heterogeneous computing systems, MPI,
OpenMP, CUDA";This paper presents the shallow water model, formulated from the ocean general circulation sigma model INMOM (Institute of Numerical Mathematics Ocean Model). The shallow water model is based on software architecture, which separates the physics-related code from parallel implementation features, thereby simplifying the model’s support and development. As an improvement of the two-dimensional domain decomposition method, we present the blocked-based decomposition proposing load-balanced and cache-friendly calculations on CPUs. We propose various hybrid parallel programming patterns in the shallow water model for effective calculation on massively parallel and heterogeneous computing systems and evaluate their scaling Perfomances on the Lomonosov-2 supercomputer. We demonstrate that Perfomance per a single grid point on GPUs dramatically decreases for small grid sizes starting from 219 points per node, while Perfomance on CPUs scales up to 217 well. Although, calculations on GPUs outperform calculations on CPUs by a factor of 4.7 at 30 nodes using 60 GPUs and 360 CPU cores at 6100 x 4460 grid size. We demonstrate that overlapping kernel execution with data transfers on GPUs increases Perfomance by 28%. Furthermore, we demonstrate the advantage of using the load-balancing method in the Azov Sea model on CPUs and GPUs.
PLUMED Plugin Integration into High Perfomance Pmemd Program for Enhanced Molecular Dynamics Simulations;Viktor V. Drobot, Evgeny M. Kirilin, Kirill E. Kopylov, Vytas K. Švedas;https://doi.org/10.14529/jsfi210408;"high Perfomance pmemd program, enhanced molecular dynamics simulations,
PLUMED plugin integration, metadynamics, CUDA, GPU";Metadynamics as an enhanced sampling procedure of molecular dynamics simulations is an effective tool to simulate complex molecular motions, conformations and reactivity, including enzyme plasticity and catalysis. The classic non-enhanced molecular simulation tools have reached unprecedently high Perfomance utilizing GPU units, however their implementation for enhanced sampling are still on demand. The widespread AMBER (molecular dynamics package) + PLUMED (metadynamics plugin) still does not take advantage of GPU computing or the CPU utilization optimization included in the AMBER pmemd program. In this work we have developed PLUMED binding to pmemd program resolving Perfomance issues within hybrid molecular dynamics/metadynamics runs. Preliminary checks and test results of the model system have validated this implementation.
Turbulent Length Scale for Multilayer RANS Model of Urban Canopy and Its Evaluation Based on Large-Eddy Simulations;Andrey V. Glazunov, Andrey V. Debolskiy, Evgeny V. Mortikov;https://doi.org/10.14529/jsfi210409;"atmospheric boundary layer, numerical simulation of turbulence, urban canopy,
scalar turbulent transport";Large-Eddy Simulation (LES) numerical experiments of neutrally-stratified turbulent flow over an urban-type surface and passive scalar transport by this flow are performed. A simple parameterization of the turbulent length scale containing only one empirical constant is proposed. Multilayer Reynolds-Averaged Navier-Stokes (RANS) model of turbulent flow and turbulent scalar diffusion is constructed. The results of the RANS model are compared with the LES experiments. It is shown that the proposed approach allows predicting the average flow velocity and the scalar concentration inside and above the urban canopy.
4D Technology of Variational Data Assimilation for Sea Dynamics Problems;Victor P. Shutyaev, Valery I. Agoshkov, Vladimir B. Zalesny, Eugene I. Parmuzin, Natalia B. Zakharova;https://doi.org/10.14529/jsfi220101;"sea dynamics modeling, variational data assimilation, observations, sea surface
temperature";The technology aimed at HPC is presented for modeling the sea dynamics problems based on 4D variational data assimilation technique developed at the Marchuk Institute of Numerical Mathematics, Russian Academy of Sciences (INM RAS). The technology is based on the multicomponent splitting method for the mathematical model of sea dynamics and the minimization of cost functionals related to the observation data by solving an optimality system that involves the adjoint equations with observation data and observation error covariances. Efficient algorithms for solving the variational data assimilation problems are presented based on modern iterative processes with a special choice of iterative parameters. The technology is illustrated for the Baltic Sea dynamics model with variational data assimilation to restore the initial states and the heat fluxes on the sea surface.
A Supercomputer-Based Modeling System for Short-Term Prediction of Urban Surface Air Quality;Alexander V. Starchenko, Evgeniy A. Danilkin, Sergei A. Prokhanov, Lubov I. Kizhner, Elena A. Shelmina;https://doi.org/10.14529/jsfi220102;"parallel computations, numerical weather prediction, mesoscale models, urban air
quality, MPI";This paper proposes a mathematical model and an effective supercomputer-based numerical method for short-term prediction of extreme meteorological conditions and atmospheric air quality over limited stretches of land encompassing large population centers. The mathematical model includes a pollutant transport model with a reduced chemical mechanism and a non-hydrostatic mesoscale meteorological model with a modern moisture microphysics parametrization scheme. The numerical method relies on the use of the finite volume method and semi-implicit difference schemes of the second order of approximation, which are solved using the TDMA method with a linear dependence of the number of arithmetic operations on the size of the grid. This property of the numerical method ensures high efficiency when parallelized: not less than 70% when using up to 256 computing cores with a horizontal grid size of 0.5–1.0 km. Development of parallel programs was carried out using the Message Passing Interface parallel programming technology, two-dimensional decomposition of the grid area along horizontal (west to east and south to north) directions, and introduction of additional fictitious grid nodes along the perimeter of the decomposition subdomains.
River Routing in the INM RAS-MSU Land Surface Model: Numerical Scheme and Parallel Implementation on Hybrid Supercomputers;Victor M. Stepanenko;https://doi.org/10.14529/jsfi220103;land surface model, soil, river network, MPI, OpenMP;The land surface model (LSM) is a necessary compartment of any numerical weather forecast system or the Earth system model. This paper presents a new version of the INM RAS-MSU land surface model where the river hydrodynamic and thermodynamic scheme is embedded into the parallel execution framework using MPI and OpenMP. Numerical experiments have been performed for the East European domain with resolution 0.5°× 0.5°. The soil model parallel efficiency at 1–144 MPI cores was 0.52–0.79 and limited by the presence of ocean area, and by imbalance of computational load between soil columns. The acceleration of the river model at MPI level was defined by the size of the largest river basin in the domain. At the OpenMP level, the potential for acceleration of large river basin simulation is shown to be close to number of threads used, based on fractal properties of the river networks. This acceleration was hindered in our numerical experiments by the reduced river orders at the coarse land surface model resolution, so that the optimal speedup for the Volga river basin was 2.5–3 times attained at 4–6 threads. This Perfomance is projected to improve with refinement of the LSM spatial resolution.
Machine Learning Approaches to Extreme Weather Events Forecast in Urban Areas: Challenges and Initial Results;Fabio Porto, Mariza Ferro, Eduardo Ogasawara, Thiago  Moeda, Claudio Daniel Tenorio de Barros, Anderson Chaves Silva, Rocio Zorrilla, Rafael  Silva Pereira, Rafaela  Nascimento Castro, João Victor Silva, Rebecca Salles, Augusto José Fonseca, Juliana Hermsdorff, Marcelo Magalhães, Vitor Sá, Antônio Adolfo Simões, Carlos Cardoso, Eduardo  Bezerra;https://doi.org/10.14529/jsfi220104;machine learning, rainfall forecast, extreme events;Weather forecast services in urban areas face an increasingly hard task of alerting the population on extreme weather events. The hardness of the problem is due to the dynamics of the phenomenon, which challenges numerical weather prediction models and opens an opportunity for Machine Learning (ML) based models that may learn complex mappings between input-output from data. In this paper, we present an ongoing research project which aims at building ML predictive models for extreme precipitation forecast in urban areas, in particular in the Rio de Janeiro City. We present the techniques that we have been developing to improve rainfall prediction and extreme rainfall forecast, along with some initial experimental results. Finally, we discuss some challenges that remain to be tackled in this project.
Data Assimilation by Neural Network for Ocean Circulation: Parallel Implementation;Haroldo F. Campos Velho, Helaine C. M. Furtado, Sabrina B. M. Sambatti, Carla Barros Osthoff Ferreira de Barros, Maria E. S. Welter, Roberto P. Souto, Diego  Carvalho, Douglas O. Cardoso;https://doi.org/10.14529/jsfi220105;data assimilation, artificial neural network, shallow water equations, parallel processing;Data assimilation (DA) is an essential issue for operational prediction centers, where a computer code is applied to simulate physical phenomena by solving differential equations. The procedure to determine the best initial condition combining data from observation and previous forecasting (background) is carried out by a data assimilation method. The Kalman filter (KF) is a technique for data assimilation, but it is computationally expensive. An approach to reduce the computational effort for DA is to emulate the KF by a neural network. The multi-layer perceptron neural network (MLP-NN) is employed to emulate the Kalman in a 2D ocean circulation model, and algorithmic complexity to KF and NN is presented. A shallow-water system models the ocean dynamics. Synthetic measurements are used for evaluating the MLP-NN for the data assimilation process. Here, a parallel version for the DA procedure by the neural network is described and tested, showing the Perfomance improvement for a parallel version of the NN-DA.
Multistage Iterative Method to Tackle Inverse Problems of Wave Tomography;Alexander V. Goncharsky, Sergey Y. Romanov, Sergey Y. Seryozhnikov;https://doi.org/10.14529/jsfi220106;"ultrasound tomography, coefficient inverse problem, gradient method, numerical
simulation";This paper is concerned with developing the methods for solving inverse problems of lowfrequency ultrasound tomography under scalar wave models using supercomputer technologies. Unlike X-ray tomography, the inverse problem considered is posed as a problem of minimizing a non-convex residual functional. The multistage iterative method (MSM) is proposed as a method for obtaining an approximate solution to the inverse problem. Convergence of the method to the exact solution is achieved via the use of low-frequency sounding signals at the initial stages of the iterative method. The method is illustrated on model problems focused on ultrasound tomographic diagnostics of soft tissues in medicine. Finite-difference time-domain method is used to solve the wave equation, which accounts for most of the computational complexity of the method. The multistage method reduces the computation time, since the initial stages use low-resolution finite difference grids. The effectiveness of the MSM method is investigated on GPU and SIMD-capable CPU computing platforms. Numerical simulations showed that modern processors equipped with AVX-512 FPUs are capable of solving small-scale problems of wave tomography. For large-scale tasks, GPUs equipped with fast on-board memory are preferred. The numerical algorithm is data-parallel and well-suited for GPU architecture. The proposed method can be used in medical imaging and nondestructive testing applications.
Computational Characterization of N-acetylaspartylglutamate Synthetase: From the Protein Primary Sequence to Plausible Catalytic Mechanism;Igor V. Polyakov, Artem E. Kniga, Alexander V. Nemukhin;https://doi.org/10.14529/jsfi220201;"molecular dynamics, quantum mechanics/molecular mechanics, QM/MM MD,
GPU-accelerated algorithms, N-acetylaspartylglutamate synthetase, enzyme-substrate complexes,
reaction intermediates";The methods of supercomputer molecular modeling are applied to characterize structure and dynamics of one of the key human brain enzymes, N-acetylaspartylglutamate synthetase. The three-dimensional all-atom models of the enzyme with the reactants in the active site are constructed in several steps, starting from pilot protein structure in the apo-form obtained with the AlphaFold2 from the protein primary sequence. Deposition of reactant molecules into the protein cavity, construction of the reaction intermediate and relaxation of the complex are carried out with the help of large-scale classical molecular dynamics calculations. On the top of the construct, molecular dynamics simulations with the quantum mechanics/molecular mechanics interaction potentials are performed for the most promising conformations of the model system. Analysis of the latter allows us to propose plausible catalytic mechanisms of chemical reactions in the enzyme active site. The applied computational strategy opens the way towards ab initio enzymology using modern supercomputer simulations.
Predicting the Activity of Boronate Inhibitors Against Metallo-β-lactamase Enzymes;Elena O. Levina, Maria G. Khrenova, Vladimir G. Tsirelson;https://doi.org/10.14529/jsfi220202;"metallo- β-lactamase, boronate inhibitors, MD, QM/MM MD, quantum theory of
atoms in molecules (QTAIM), GPU-accelerated algorithms";Potency of boronate inhibitors against metallo-β-lactamases (MβLs) has been found to be dependent on the electrophilicity of the boron atom. It forms a covalent bond with the oxygen atom of the catalytic OH− ion in the active site of the enzyme. The ability of the boronate inhibitor to influence the protein conformation also affects the binding potency. Molecular dynamics (MD) simulations of cyclic and non-cyclic boronate complexes with NDM-1 MβL show their higher impact on the inhibitor efficiency compared with the electrophilicity of the boron atom. Therefore, we focus on the hardware impact on the computational speedup of the GPU-accelerated MD. Using this data, we propose a comprehensive protocol for in silico prediction of the activity of boronate molecules against MβL enzymes, which includes MD simulations, combined quantum mechanics / molecular mechanics (QM/MM) computations and molecular dynamics simulations with the QM/MM potentials (QM/MM MD).
Predicting Binding Free Energies for DPS Protein-DNA Complexes and Crystals Using Molecular Dynamics;Eduard V. Tereshkin, Ksenia B. Tereshkina, Yurii F. Krupyanskii;https://doi.org/10.14529/jsfi220203;"molecular dynamics, slow-growth thermodynamic integration method, DPS protein,
DNA stabilization, DNA-DPS binding free energy";The interaction between deoxyribonucleic acid (DNA) and deoxyribonucleic acid-binding protein from starved cells (DPS) in bacterial cells leads to intracellular crystallization of the genetic material of bacteria, which contributes to the survival of bacteria under stress factors, including antibacterial agents. Molecular modeling can help explain the molecular mechanisms of DNA binding to this protein. In this paper, we report a supercomputer simulation of the molecular dynamics of several types DNA-DPS complexes and crystals ranging from DPS+DNA dimer to DNA in periodic crystal channels of Escherichia coli DPS protein using a coarse-grained Martini force field. By modeling DNA of 24 base pairs, comparable in size to the diameter of the DPS protein, we use the slow-growth thermodynamic integration method to find binding protein-DNA free energy and discuss the contribution of ions and the length of trajectories sufficient for this type of simulations. The results obtained are important for further research in the field of simulation of biological DNA-protein crystals and the study of the molecular mechanisms of DNA interaction with the DPS protein.
Computational Modeling of the Interaction of Molecular Oxygen with the Flavin-dependent Enzyme RutA;Igor V. Polyakov, Tatiana M. Domratcheva, Anna M. Kulakova, Alexander V. Nemukhin, Bella L. Grigorenko;https://doi.org/10.14529/jsfi220204;computational modeling, molecular dynamics, quantum mechanics/molecular mechanics, protein-oxygen interaction, flavin-dependent enzymes;Supercomputer molecular modeling methods are applied to characterize structure and dynamics of the flavin-dependent enzyme RutA in the complex with molecular oxygen. Following construction of a model protein system, molecular dynamics (MD) simulations were carried out using either classical force field interaction potentials or the quantum mechanics/molecular mechanics (QM/MM) potentials. Several oxygen-binding pockets in the protein cavities were located in these simulations. The QM/MM-based MD calculations rely on the interface between the quantum chemistry package TeraChem and the MD package NAMD. The results show a stable localization of the oxygen molecule in the enzyme active site. Static QM/MM calculations carried out with two different packages, NWChem and TURBOMOLE, allowed us to establish the structure of the RutA-O2 complex. Biochemical perspectives of the hallmark reaction of incorporating oxygen into organic compounds emerged from these simulations are formulated.
Analysis of Ion Atmosphere Around Nucleosomes Using Supercomputer MD Simulations;Nikita A. Kosarim, Grigoriy A. Armeev, Mikhail P. Kirpichnikov, Alexey K. Shaytan;https://doi.org/10.14529/jsfi220205;"molecular modeling, molecular dynamics simulations, nucleosomes, protein-DNA
interactions, monovalent cations, sodium, potassium";The nucleosome is the basic unit of eukaryotic DNA compaction. It consists of about 147 base pairs wrapped around an octamer of histone proteins. Nucleosomal dynamics provides the availability of packaged DNA for various factors that carry out the vital processes associated with chromatin. It is not completely known how the structure and dynamics of the nucleosome depends on the ionic environment. The current researches do not give an unambiguous answer and often contradict each other. In this paper, we demonstrate supercomputer molecular dynamics simulations of nucleosome models surrounded by monovalent sodium and potassium cations. Analyzing the trajectories, we have shown the details of the distribution of sodium and potassium ions around the linker DNA, nucleosomal DNA at the sites of nucleosomal opening, and histone residues involved in the process of nucleosomal breathing. We have demonstrated the mobility of DNA linkers and the process of nucleosomal unwrapping in various ionic environments, and also assessed the probable mechanisms of the dependence of nucleosome unwrapping on the type of ions in the system. Our study is intended to emphasize the importance of understanding the role of the ionic environment in the functioning of chromatin.
Molecular Modeling of Penicillin Acylase Binding with a Penicillin Nucleus by HPC: Can Enzyme or its Mutants Possess β-lactamase Activity?;Evgeny M. Kirilin, Anna A. Bochkova, Nikolay V. Panin, Igor V. Pochinok, Vytas Švedas;https://doi.org/10.14529/jsfi220206;moonlighting protein, penicillin acylase engineering, β-lactam antibiotics resistance, β-lactamase design, metadynamics;HPC has been used for molecular modeling of penicillin acylase interaction with a penicillin nucleus 6-aminopenicillanic acid (6-APA) to assess whether the wild-type enzyme or its mutants could possess β-lactamase activity. Applying parallel hybrid GPU/CPU computing technologies for metadynamics calculations with the PLUMED library in conjunction with AMBER software suite it has been shown that trace amounts of wild-type penicillin acylase6-APA complexes leading to a β-lactamase reaction can be formed. Higher β-lactamase activity can be observed in enzyme mutants by introducing charged residue in the substrate binding pocket and its proper positioning with respect to a catalytic nucleophile, including stabilization of the tetrahedral intermediate in the oxyanion hole. Thus, it has been shown that the certain mutations facilitate the orientation of the substrate required for the manifestation of β-lactamase activity in the penicillin acylase active center.
Search for Ligands Complementary to the 430-cavity of Influenza Virus Neuraminidase by Virtual Screening;Dmitry K. Nilov, Michaela Schmidtke, Vadim A. Makarov, Vytas K. Švedas;https://doi.org/10.14529/jsfi220207;influenza, neuraminidase, 430-cavity, inhibitor, anthrapyrazole;An anthrapyrazole derivative STK663786 has been identified as a selective ligand of the socalled 430-cavity of influenza virus neuraminidase at virtual screening of a library of low-molecularweight compounds. It is able to form favorable contacts with hydrophobic residues as well as cationπ interaction and hydrogen bonds with the polar Arg371 residue. The experimentally determined EC₅₀ values have been found to be 19 and 30 µM for viruses H1N1 and H3N2, respectively. Complementarity of STK663786 to the 430-cavity adjacent to the sialic acid binding subsite in the active center of neuraminidase makes this compound a valuable structural fragment at construction of bifunctional inhibitors of the enzyme.
Exascale Machines Require New Programming Paradigms and Runtimes;Georges Da Costa, Thomas Fahringer, Juan Antonio Rico Gallego, Ivan Grasso, Atanas Hristov, Helen D. Karatza, Alexey Lastovetsky, Fabrizio Marozzo, Dana Petcu, Georgios L. Stavrinides, Domenico Talia, Paolo Trunfio, Hrachya Astsatryan;https://doi.org/10.14529/jsfi150201;programming models, ultrascale, runtimes, extreme scale;Extreme scale parallel computing systems will have tens of thousands of optionally accelerator-equiped nodes with hundreds of cores each, as well as deep memory hierarchies and complex interconnect topologies. Such Exascale systems will provide hardware parallelism at multiple levels and will be energy constrained. Their extreme scale and the rapidly deteriorating reliablity of their hardware components means that Exascale systems will exhibit low mean-time-between-failure values. Furthermore, existing programming models already require heroic programming and optimisation efforts to achieve high efficiency on current supercomputers. Invariably, these efforts are platform-specific and non-portable. In this paper we will explore the shortcomings of existing programming models and runtime systems for large scale computing systems. We then propose and discuss important features of programming paradigms and runtime system to deal with large scale computing systems with a special focus on data-intensive applications and resilience.Finally, we also discuss code sustainability issues and propose several software metrics that are of paramount importance for code development for large scale computing systems.
Acceleration of MPI mechanisms for sustainable HPC applications;Jesus Carretero, Javier Garcia-Blas, David E. Singh, Florin Isaila, Alexey Lastovetsky, Thomas Fahringer, Radu Prodan, Peter Zangerl, Christi Symeonidou, Afshin Fassihi, Horacio Pérez-Sánchez;https://doi.org/10.14529/jsfi150202;"MPI, MPI sustainability, programming models, resilience, data management, MPI
applications";Ultrascale computing systems are meant to reach a growth of two or three orders of magnitude of today computing systems. However, to achieve the Perfomances required, we will need to design and implement more sustainable solutionsfor ultra-scale computing systems, understanding sustainability in a holistic manner to address challenges as economy-of-scale, agile elastic scalability, heterogeneity, programmability, fault resilience, energy efficiency, and scalable storage. Some of those solutions could be provided into MPI, but other should be devised as higher level concepts, less generalists, but adapted to applicative domains, possibly as programming patterns or or libraries. In this paper, we show some proposals to extend MPI trying to cover major domains that are relevant towards sustainability: MPI programming optimizations and programming models, resilience, data management, and their usage from applications.
Resilience within Ultrascale Computing System: Challenges and Opportunities from Nesus Project;Pascal Bouvry, Rudolf Mayer, Jakub Muszyński, Dana Petcu, Andreas Rauber, Gianluca Tempesti, Tuan Trinh, Sébastien Varrette;https://doi.org/10.14529/jsfi150203;HPC, fault tolerance, algorithm-based fault tolerance, extreme data, evolutionary algorithm, ultrascale computing system;Ultrascale computing is a new computing paradigm that comes naturally from the necessity of computing systems that should be able to handle massive data in possibly very large scale  distributed systems, enabling new forms of applications that can serve a very large amount of  users and in a timely manner that we have never experienced before. However, besides the benefits,  ultrascale computing systems do not come without challenges. One of the challenges is the resilience  of ultrascale computing systems. Although resilience is already an established field in system  science and many methodologies and approaches are available to deal with it, the unprecedented  scales of computing, of the massive data to be managed, new network technologies, and drastically  new forms of massive scale applications bring new challenges that need to be addressed. This paper  reviews the challenges and approaches of resilience in ultrascale computing systems from multiple  perspectives involving and addressing the resilience aspects of hardware-software co-design for  ultrascale systems, resilience against (security) attacks, new approaches and methodologies to  resilience in ultrascale systems, applications and case studies.
Energy Measurement Tools for Ultrascale Computing: A Survey;Francisco Almeida, Javier Arteaga, Vicente Blanco, Alberto Cabrera;https://doi.org/10.14529/jsfi150204;"energy measurement, power measurement, data acquisition tools, infrastructure
management, ultrascale computing";With energy efficiency one of the main challenges on the way towards ultrascale systems, there is great need for access to high-quality energy consumption data. Such data would enable researchers and designers to pinpoint energy inefficiencies at all levels of the computing stack, from whole nodes down to critical regions of code. However, measurement capabilities are often missing, and significantly differ between platforms where they exist. A standard is yet  to be established. To that end, this paper attempts an extensive survey of energy measurement tools currently available at both the hardware and software level, comparing their features with respect to energy monitoring.
Energy-efficient Algorithms for Ultrascale Systems;Jesus Carretero, Salvatore Distefano, Dana Petcu, Daniel Pop, Thomas Rauber, Gudula Rünger, David E. Singh;https://doi.org/10.14529/jsfi150205;energy-awareness, energy-efficient algorithms, ultrascale computing;The chances to reach Exascale or Ultrascale Computing are strongly connected with the problem of the energy consumption for processing applications. For physical as well as economical reasons, the energy consumption has to be reduced significantly to make Ultrascale Computing possible. The research efforts towards energy-saving mechanisms of the hardware has already led to energy-aware hardware systems available today. However, hardware mechanisms can only obtain an energy reduction if software can exploit them such that energy-efficient computing actually results. In the software area, there also exists a multitude of research approaches towards energy saving. These research approaches and results are often isolated either on the system software level or the application organization level, reflecting the expertise of the corresponding research group. The challenge of reducing the energy consumption dramatically to make Ultrascale Computing possible are so ambitions that a concerted action combining all these software levels and research efforts seems reasonable. In this article, we demonstrate the current research efforts and results related to energy in the diverse areas of software. Moreover, we conclude with open problems and questions concerning energy-related techniques with an emphasis on the application algorithmic side.
Energy Efficiency for Ultrascale Systems: Challenges and Trends from Nesus Project;Michel Bagein, Jorge Barbosa, Vicente Blanco, Ivona Brandic, Samuel Cremer, Sebastien Fremal, Helen Karatza, Laurent Lefevre, Toni Mastelic, Ariel Oleksiak, Anne-Cecile Orgerie, Georgios L. Stavrinides, Sebastien Varrette;https://doi.org/10.14529/jsfi150206;"energy and power measurement, data acquisition tools, energy modeling, scheduling,
applications, heterogeneous infrastructures, ultrascale computing";"Energy consumption is one of the main limiting factors for designing and deploying ultrascale systems. Therefore, this paper presents challenges and trends associated with energy efficiency for ultrascale systems based on current activities of the working group on ""Energy Efficiency"" in the European COST Action Nesus IC1305. The analysis contains major areas that are related to studies of energy efficiency in ultrascale systems: heterogeneous and low power hardware architectures, power monitoring at large scale, modeling and simulation of ultrascale systems, energy-aware scheduling and resource management, and energy-efficient application design."
Research Problems and Opportunities in Memory Systems;Onur Mutlu, Lavanya Subramanian;https://doi.org/10.14529/jsfi140302;memory systems, scaling, DRAM, flash, non-volatile memory, QoS, reliability;The memory system is a fundamental Perfomance and energy bottleneckin almost all computing systems. Recent system design, application,and technology trends that require more capacity, bandwidth,efficiency, and predictability out of the memory system make it aneven more important system bottleneck. At the same time, DRAMtechnology is experiencing difficult {\em technology scaling}challenges that make the maintenance and enhancement of its capacity,energy-efficiency, and reliability significantly more costly withconventional techniques.In this article, after describing the demands and challenges faced bythe memory system, we examine some promising research and designdirections to overcome challenges posed by memoryscaling. Specifically, we describe three major {\em new} researchchallenges and solution directions: 1) enabling new DRAMarchitectures, functions, interfaces, and better integration of theDRAM and the rest of the system (an approach we call {\em system-DRAM                          co-design}), 2) designing a memory system that employs emergingnon-volatile memory technologies and takes advantage of multipledifferent technologies (i.e., {\em hybrid memory systems}), 3)providing predictable Perfomance and QoS to applications sharing thememory system (i.e., {\em QoS-aware memory systems}). We also brieflydescribe our ongoing related work in combating scaling challenges ofNAND flash memory. 
Early evaluation of direct large-scale InfiniBand networks with adaptive routing;Alexander N. Daryin, Anton A. Korzh;https://doi.org/10.14529/jsfi140303;adaptive routing, InfiniBand, high-radix topology, network simulation;We assess the problem of choosing optimal direct topology for InfiniBand networks in terms of Perfomance. Newest topologies like Dragonfly, Flattened butterfly and Slim Fly are considered, as well as standard Tori and Hypercubes.We consider some reasonable extensions to InfiniBand hardware which could be implemented by vendors easily and may allow reasonable routing algorithms for such topologies. A number of routing algorithms are proposed and compared for various traffic patterns. Mapping algorithms for Dragonfly and Flattened Butterfly are proposed. Based on this research it has been decided to use Flattened Butterfly topology for system #22 in November 2014 Top 500 list.
Heterogeneous parallel computing: from clusters of workstations to hierarchical hybrid platforms;Alexey Lastovetsky;https://doi.org/10.14529/jsfi140304;parallel computing, heterogeneous computing, data partitioning;The paper overviews the state of the art in design and implementation of data parallelscientic applications on heterogeneous platforms. It covers both traditional approaches originallydesigned for clusters of heterogeneous workstations and the most recent methods developed in thecontext of modern multicore and multi-accelerator heterogeneous platforms.
Co-design of Parallel Numerical Methods for Plasma Physics and Astrophysics;Boris M. Glinskiy, Igor M. Kulikov, Alexey V. Snytnikov, Alexey A. Romanenko, Igor G. Chernykh, Vitaly A. Vshivkov;https://doi.org/10.14529/jsfi140305;"Co-design, hybrid supercomputers, Particle-In-Cell method, Godunov method,
GPU";Physically meaningful simulations in plasma physics and astrophysics need powerful hybrid supercomputers equipped with computation accelerators. The development of parallel numerical codes for such supercomputers is a complex scientific problem. In order to solve it the concept of co-design is employed. The co-design is defined as considering the architecture of the supercomputer at all stages of the development of the code. The use of co-design is shown by the example of two physical problems: the interaction of an electron beam with plasma and the collision of galaxies. The resulting speedup and efficiency are shown.
AlgoWiki: an Open Encyclopedia of Parallel Algorithmic Features;Vladimir V. Voevodin, Alexander S. Antonov, Jack Dongarra;https://doi.org/10.14529/jsfi150101;algorithm structure, resource of parallelism, parallel computing, efficiency, Perfomance, supercomputers, scalability, data locality, encyclopedia of algorithmic features;The main goal of this project is to formalize the mapping of algorithms onto the architecture of parallel computing systems. The basic idea is that features of algorithms are independent of any computing system. A detailed description of a given algorithm with a special emphasis on its parallel properties is made once, and after that it can be used repeatedly for various implementations of the algorithm on different computing platforms. Machine-dependent, part of this work is devoted to describing features of algorithms implementation for different parallel architectures. The proposed description of algorithms includes many non-trivial features such as: parallel algorithm complexity, resource of parallelism and its properties, features of the informational graph, computational cost of algorithms, data locality analysis as well as analysis of scalability potential, and many others. Descriptions of algorithms form the basis of AlgoWiki, which allows for collaboration with the computing community in order to produce different implementations and achieve improvement. Project website: http://algowiki-project.org/en/
